1.04 1.8 207360 8 2073 960 192 0.9 1.0 120 False 0.7 1 12 7 0.03214285714285715 0.004166666666666667 10 0.005 10
[1, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[2, 2073597, 0, 1, 0, 0, 0, 0, 2, 0, 0]
[3, 2073597, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[4, 2073597, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[5, 2073597, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[6, 2073597, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[7, 2073597, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[8, 2073595, 0, 3, 0, 0, 0, 0, 2, 0, 0]
[9, 2073594, 1, 3, 0, 0, 0, 1, 1, 2, 0]
[10, 2073593, 2, 3, 0, 0, 0, 1, 1, 2, 0]
[11, 2073591, 2, 2, 0, 0, 0, 3, 2, 7, 0]
[12, 2073590, 2, 4, 0, 0, 0, 3, 1, 7, 0]
[13, 2073589, 2, 5, 0, 0, 0, 3, 1, 7, 0]
[14, 2073587, 2, 6, 0, 0, 0, 3, 2, 7, 0]
[15, 2073585, 2, 8, 0, 0, 0, 3, 2, 7, 0]
[16, 2073585, 3, 9, 0, 0, 0, 3, 0, 7, 0]
[17, 2073581, 3, 8, 0, 0, 0, 4, 4, 9, 0]
[18, 2073579, 4, 11, 0, 0, 0, 4, 2, 9, 0]
[19, 2073575, 5, 11, 0, 0, 0, 5, 4, 11, 0]
[20, 2073571, 6, 12, 0, 0, 0, 7, 4, 15, 0]
[21, 2073565, 6, 15, 0, 0, 0, 8, 6, 16, 0]
[22, 2073560, 6, 19, 0, 0, 0, 10, 5, 21, 0]
[23, 2073555, 7, 20, 0, 0, 0, 13, 5, 27, 0]
[24, 2073547, 7, 24, 0, 0, 0, 14, 8, 27, 0]
[25, 2073541, 10, 29, 0, 0, 0, 14, 6, 27, 0]
[26, 2073526, 10, 31, 1, 0, 0, 17, 15, 32, 0]
[27, 2073514, 12, 43, 1, 0, 0, 18, 12, 35, 0]
[28, 2073501, 13, 51, 1, 0, 0, 21, 13, 44, 0]
[29, 2073486, 18, 54, 1, 0, 0, 26, 15, 55, 0]
[30, 2073470, 20, 62, 1, 0, 0, 31, 16, 63, 0]
[31, 2073451, 22, 72, 1, 0, 0, 35, 19, 72, 0]
[32, 2073425, 23, 84, 1, 0, 0, 41, 26, 86, 0]
[33, 2073400, 33, 94, 1, 0, 0, 47, 25, 101, 0]
[34, 2073376, 40, 107, 1, 0, 0, 52, 24, 112, 0]
[35, 2073344, 48, 109, 1, 0, 0, 66, 32, 142, 0]
[36, 2073308, 55, 122, 1, 0, 0, 78, 36, 166, 0]
[37, 2073274, 69, 137, 1, 0, 0, 85, 34, 181, 0]
[38, 2073219, 77, 147, 0, 0, 1, 101, 55, 216, 0]
[39, 2073163, 94, 170, 1, 0, 1, 115, 56, 243, 0]
[40, 2073117, 109, 192, 1, 0, 1, 134, 46, 278, 0]
[41, 2073043, 122, 208, 2, 0, 1, 150, 74, 314, 0]
[42, 2072950, 131, 246, 5, 0, 1, 174, 93, 363, 0]
[43, 2072858, 152, 299, 7, 0, 1, 191, 92, 401, 0]
[44, 2072759, 176, 339, 9, 0, 1, 217, 99, 449, 0]
[45, 2072629, 192, 396, 10, 1, 1, 241, 130, 497, 1]
[46, 2072492, 214, 470, 10, 0, 1, 275, 137, 566, 1]
[47, 2072328, 242, 537, 10, 0, 1, 317, 164, 645, 1]
[48, 2072164, 286, 608, 11, 0, 1, 365, 164, 752, 1]
[49, 2071969, 319, 699, 13, 0, 0, 404, 195, 842, 1]
[50, 2071761, 362, 780, 15, 0, 0, 473, 208, 984, 1]
[51, 2071511, 415, 856, 16, 0, 1, 550, 250, 1158, 1]
[52, 2071242, 476, 961, 17, 0, 2, 632, 269, 1328, 1]
[53, 2070944, 533, 1078, 16, 0, 4, 726, 298, 1493, 1]
[54, 2070582, 618, 1178, 17, 0, 6, 836, 362, 1696, 1]
[55, 2070136, 722, 1316, 16, 0, 8, 955, 446, 1932, 1]
[56, 2069661, 841, 1510, 14, 0, 10, 1088, 475, 2176, 1]
[57, 2069135, 937, 1736, 17, 0, 10, 1238, 526, 2455, 1]
[58, 2068508, 1069, 1970, 21, 0, 10, 1394, 627, 2767, 1]
[59, 2067809, 1226, 2257, 27, 0, 11, 1570, 699, 3128, 1]
[60, 2067041, 1395, 2585, 27, 0, 13, 1770, 768, 3515, 1]
[61, 2066110, 1566, 2932, 30, 0, 15, 2015, 931, 4009, 1]
[62, 2065089, 1784, 3401, 35, 1, 16, 2252, 1021, 4507, 2]
[63, 2063947, 2017, 3886, 38, 0, 17, 2551, 1142, 5107, 2]
[64, 2062545, 2259, 4417, 39, 0, 16, 2920, 1402, 5904, 2]
[65, 2060978, 2590, 5053, 46, 0, 16, 3348, 1567, 6735, 2]
[66, 2059250, 2978, 5778, 58, 0, 15, 3791, 1728, 7654, 2]
[67, 2057269, 3389, 6556, 70, 0, 13, 4320, 1981, 8723, 2]
[68, 2055018, 3885, 7414, 80, 0, 16, 4934, 2251, 9989, 2]
[69, 2052469, 4460, 8392, 95, 1, 20, 5612, 2549, 11421, 3]
[70, 2049614, 5097, 9493, 108, 1, 26, 6403, 2855, 13007, 4]
[71, 2046398, 5829, 10721, 123, 0, 26, 7283, 3216, 14757, 4]
[72, 2042717, 6600, 12124, 139, 0, 29, 8306, 3681, 16784, 4]
[73, 2038544, 7446, 13752, 163, 0, 34, 9484, 4173, 19094, 4]
[74, 2033960, 8468, 15558, 194, 1, 36, 10795, 4584, 21652, 5]
[75, 2028765, 9553, 17565, 225, 1, 37, 12254, 5195, 24518, 6]
[76, 2022996, 10756, 19893, 250, 0, 44, 13886, 5769, 27722, 6]
[77, 2016422, 12160, 22397, 276, 3, 56, 15706, 6574, 31223, 9]
[78, 2009052, 13713, 25196, 322, 1, 68, 17869, 7370, 35464, 10]
[79, 2000742, 15435, 28394, 357, 1, 78, 20273, 8310, 40102, 11]
[80, 1991795, 17311, 32033, 407, 3, 92, 23001, 8947, 45320, 14]
[81, 1981727, 19402, 35626, 448, 1, 104, 26210, 10068, 51391, 15]
[82, 1970477, 21612, 39793, 524, 0, 118, 29811, 11250, 58204, 15]
[83, 1958095, 24152, 44460, 585, 2, 133, 33776, 12382, 65466, 17]
[84, 1944455, 26871, 49465, 660, 3, 156, 38333, 13640, 74124, 20]
[85, 1929676, 30029, 54886, 724, 6, 186, 43294, 14779, 83305, 26]
[86, 1913659, 33337, 60677, 795, 4, 215, 48870, 16017, 93481, 30]
