88, 2071062, 677, 561, 40, 1, 16, 1058, 180, 6
89, 2070874, 724, 600, 43, 1, 13, 1151, 188, 7
90, 2070695, 762, 644, 49, 0, 15, 1249, 179, 7
91, 2070478, 816, 678, 51, 2, 17, 1334, 217, 9
92, 2070236, 866, 721, 54, 0, 19, 1453, 242, 9
93, 2070002, 935, 781, 54, 3, 24, 1558, 234, 12
94, 2069722, 1000, 819, 54, 0, 27, 1686, 280, 12
95, 2069447, 1077, 889, 56, 0, 31, 1813, 275, 12
96, 2069136, 1151, 924, 63, 2, 27, 1974, 311, 14
97, 2068828, 1250, 967, 66, 1, 30, 2136, 308, 15
98, 2068477, 1333, 1026, 78, 0, 33, 2287, 351, 15
99, 2068125, 1439, 1112, 85, 0, 36, 2436, 352, 15
100, 2067710, 1561, 1167, 92, 0, 40, 2600, 415, 15
101, 2067317, 1690, 1242, 98, 0, 44, 2801, 393, 15
102, 2066848, 1804, 1325, 105, 0, 47, 2987, 469, 15
103, 2066367, 1939, 1430, 108, 1, 50, 3209, 481, 16
104, 2065793, 2066, 1542, 122, 0, 52, 3435, 574, 16
105, 2065239, 2235, 1685, 125, 4, 52, 3690, 554, 20
106, 2064667, 2407, 1784, 131, 0, 54, 3965, 572, 20
107, 2064045, 2568, 1894, 139, 5, 62, 4245, 622, 25
108, 2063378, 2723, 2051, 148, 2, 66, 4540, 667, 27
109, 2062628, 2914, 2197, 151, 1, 75, 4857, 750, 28
110, 2061827, 3081, 2401, 164, 0, 81, 5217, 801, 28
111, 2060967, 3336, 2544, 178, 2, 87, 5598, 860, 30
112, 2060041, 3571, 2742, 186, 2, 93, 6009, 926, 32
113, 2059043, 3824, 2929, 200, 2, 99, 6473, 998, 34
114, 2057991, 4096, 3167, 220, 1, 101, 6938, 1052, 35
115, 2056916, 4398, 3414, 239, 2, 111, 7410, 1075, 37
116, 2055692, 4713, 3624, 264, 0, 116, 7930, 1224, 37
117, 2054384, 5065, 3893, 300, 0, 120, 8493, 1308, 37
118, 2053053, 5445, 4122, 314, 2, 131, 9165, 1331, 39
119, 2051607, 5837, 4368, 332, 6, 141, 9824, 1446, 45
120, 2050099, 6261, 4648, 354, 2, 144, 10539, 1508, 47
121, 2048401, 6690, 4926, 378, 2, 157, 11301, 1698, 49
122, 2046664, 7224, 5253, 393, 6, 170, 12104, 1737, 55
123, 2044806, 7731, 5566, 432, 3, 177, 12972, 1858, 58
124, 2042766, 8257, 5931, 473, 1, 191, 13883, 2040, 59
125, 2040675, 8792, 6390, 500, 3, 211, 14879, 2091, 62
126, 2038408, 9363, 6794, 531, 4, 228, 15943, 2267, 66
127, 2036027, 9945, 7305, 575, 3, 251, 17047, 2381, 69
128, 2033432, 10592, 7771, 603, 4, 283, 18251, 2595, 73
129, 2030673, 11315, 8304, 650, 9, 296, 19521, 2759, 82
130, 2027812, 12019, 8881, 699, 4, 315, 20927, 2861, 86
131, 2024713, 12724, 9499, 748, 6, 335, 22390, 3099, 92
132, 2021486, 13542, 10146, 807, 5, 358, 23937, 3227, 97
133, 2017962, 14390, 10696, 868, 10, 375, 25678, 3524, 107
134, 2014230, 15354, 11395, 935, 8, 413, 27426, 3732, 115
135, 2010354, 16316, 12120, 972, 7, 448, 29392, 3876, 122
136, 2006162, 17295, 12883, 1041, 8, 473, 31424, 4192, 130
137, 2001702, 18361, 13688, 1137, 10, 500, 33612, 4460, 140
138, 1997121, 19539, 14547, 1189, 10, 542, 35931, 4581, 150
139, 1992162, 20709, 15409, 1249, 9, 570, 38383, 4959, 159
140, 1986956, 22048, 16322, 1324, 4, 616, 40965, 5206, 163
141, 1981344, 23411, 17302, 1411, 8, 661, 43688, 5612, 171
142, 1975442, 24851, 18386, 1481, 10, 711, 46646, 5902, 181
143, 1969277, 26385, 19473, 1537, 17, 771, 49794, 6165, 198
144, 1962832, 28122, 20523, 1587, 15, 832, 53046, 6445, 213
145, 1955956, 29680, 21713, 1667, 20, 893, 56582, 6876, 233
146, 1948733, 31383, 22921, 1804, 22, 932, 60349, 7223, 255
147, 1941105, 33096, 24215, 1955, 11, 992, 64343, 7628, 266
148, 1932983, 34954, 25574, 2069, 18, 1076, 68538, 8122, 284
149, 1924649, 37021, 26988, 2218, 14, 1132, 72960, 8334, 298
150, 1916083, 39065, 28243, 2385, 19, 1193, 77748, 8566, 317
151, 1906819, 41060, 29558, 2531, 16, 1256, 82779, 9264, 333
152, 1897284, 43310, 31187, 2681, 19, 1338, 87913, 9535, 352
153, 1887441, 45437, 32647, 2880, 25, 1408, 93567, 9843, 377
154, 1877083, 47728, 34034, 3059, 24, 1461, 99476, 10358, 401
155, 1866344, 49996, 35584, 3250, 25, 1514, 105747, 10739, 426
156, 1855259, 52258, 37180, 3444, 29, 1589, 112330, 11085, 455
157, 1843372, 54566, 38702, 3566, 25, 1733, 119294, 11887, 480
158, 1831308, 57220, 40568, 3745, 22, 1861, 126332, 12064, 502
159, 1818836, 59706, 42377, 3900, 26, 1976, 133805, 12472, 528
160, 1805818, 62248, 43944, 4093, 27, 2113, 141811, 13018, 555
161, 1792400, 64885, 45724, 4197, 37, 2278, 150106, 13418, 592
162, 1778387, 67398, 47555, 4412, 28, 2407, 158808, 14013, 620
163, 1764229, 69905, 49479, 4615, 25, 2546, 168023, 14158, 645
164, 1749715, 72537, 51169, 4744, 36, 2746, 177494, 14514, 681
165, 1734612, 74932, 53025, 4923, 38, 2918, 187368, 15103, 719
166, 1719294, 77679, 54532, 5123, 48, 3106, 197781, 15318, 767
167, 1703606, 80238, 56081, 5312, 34, 3299, 208575, 15688, 801
168, 1687435, 82795, 57737, 5505, 42, 3419, 219695, 16171, 843
169, 1671091, 85328, 59340, 5730, 39, 3587, 231298, 16344, 882
170, 1654274, 87672, 60932, 5940, 45, 3736, 243302, 16817, 927
171, 1637104, 90040, 62221, 6142, 51, 3920, 256025, 17170, 978
172, 1619820, 92518, 63642, 6414, 49, 4036, 268859, 17284, 1027
173, 1602275, 94751, 64920, 6609, 37, 4237, 282199, 17545, 1064
174, 1584464, 96798, 66321, 6854, 44, 4415, 295829, 17811, 1108
175, 1566521, 98983, 67463, 7079, 52, 4540, 309911, 17943, 1160
176, 1548400, 100925, 68571, 7279, 55, 4707, 324382, 18121, 1215
177, 1530041, 102864, 69481, 7452, 47, 4905, 339236, 18359, 1262
178, 1511403, 104781, 70375, 7656, 61, 5075, 354349, 18638, 1323
179, 1492726, 106339, 71323, 7858, 56, 5260, 370038, 18677, 1379
180, 1474050, 107945, 72108, 8008, 54, 5472, 385908, 18676, 1433
181, 1455381, 109325, 72798, 8194, 50, 5680, 402070, 18669, 1483
182, 1436659, 110569, 73261, 8331, 65, 5888, 418622, 18722, 1548
183, 1417652, 111730, 73876, 8433, 66, 6163, 435125, 19007, 1614
184, 1398626, 112731, 74393, 8617, 70, 6334, 452189, 19026, 1684
185, 1379814, 113584, 74889, 8688, 72, 6564, 469493, 18812, 1756
186, 1361074, 114343, 75090, 8822, 55, 6775, 486945, 18740, 1811
187, 1342410, 114856, 75212, 8924, 70, 6971, 504682, 18664, 1881
188, 1323806, 115207, 75190, 9019, 67, 7131, 522695, 18604, 1948
189, 1305238, 115413, 75230, 9084, 56, 7324, 540739, 18568, 2004
190, 1286902, 115652, 75120, 9154, 71, 7528, 558833, 18336, 2075
191, 1268732, 115548, 74980, 9183, 75, 7667, 577170, 18170, 2150
192, 1250846, 115269, 74664, 9176, 67, 7843, 595699, 17886, 2217
193, 1232928, 114867, 74048, 9229, 66, 7988, 614339, 17918, 2283
194, 1215202, 114323, 73753, 9314, 78, 8090, 632831, 17726, 2361
195, 1197721, 113838, 73165, 9295, 88, 8265, 651386, 17481, 2449
196, 1180358, 113240, 72703, 9277, 63, 8339, 669808, 17363, 2512
197, 1163326, 112378, 72078, 9235, 68, 8456, 688515, 17032, 2580
198, 1146615, 111376, 71387, 9264, 72, 8561, 707034, 16711, 2652
199, 1130444, 110385, 70458, 9257, 74, 8647, 725512, 16171, 2726
200, 1114396, 109140, 69475, 9232, 51, 8696, 743836, 16048, 2777
201, 1098678, 107921, 68535, 9115, 81, 8773, 762002, 15718, 2858
202, 1083122, 106617, 67325, 9103, 57, 8803, 780159, 15556, 2915
203, 1068144, 105150, 66231, 9044, 85, 8796, 798257, 14978, 3000
204, 1053573, 103556, 64929, 8958, 81, 8833, 816099, 14571, 3081
205, 1039302, 101855, 63407, 8830, 71, 8921, 833862, 14271, 3152
206, 1025640, 100119, 61970, 8754, 76, 8913, 851314, 13662, 3228
207, 1012279, 98231, 60462, 8681, 80, 8883, 868395, 13361, 3308
208, 999363, 96195, 59012, 8571, 59, 8829, 885347, 12916, 3367
209, 986862, 93942, 57566, 8418, 80, 8849, 902015, 12501, 3447
210, 974837, 91665, 55965, 8330, 60, 8846, 918425, 12025, 3507
211, 963069, 89256, 54158, 8245, 61, 8805, 934731, 11768, 3568
212, 951815, 86828, 52552, 8121, 56, 8707, 950699, 11254, 3624
213, 941073, 84521, 50939, 7952, 60, 8688, 966001, 10742, 3684
214, 930702, 82040, 49171, 7775, 65, 8641, 981151, 10371, 3749
215, 920984, 79509, 47570, 7578, 55, 8566, 995871, 9718, 3804
216, 911565, 76672, 45760, 7375, 50, 8453, 1010502, 9419, 3854
217, 902519, 74153, 43888, 7138, 63, 8392, 1024547, 9046, 3917
218, 893829, 71488, 42133, 6937, 60, 8339, 1038207, 8690, 3977
219, 885702, 68669, 40594, 6795, 57, 8243, 1051436, 8127, 4034
220, 878001, 66070, 38697, 6580, 53, 8099, 1064365, 7701, 4087
221, 870565, 63443, 36923, 6300, 55, 8010, 1076781, 7436, 4142
222, 863359, 60914, 35319, 6083, 44, 7915, 1088618, 7206, 4186
223, 856730, 58361, 33722, 5923, 47, 7793, 1100209, 6629, 4233
224, 850549, 55838, 32083, 5657, 53, 7637, 1111369, 6181, 4286
225, 844521, 53197, 30532, 5497, 36, 7467, 1122036, 6028, 4322
226, 838791, 50717, 29029, 5284, 49, 7277, 1132401, 5730, 4371
227, 833415, 48345, 27455, 5071, 36, 7056, 1142475, 5376, 4407
228, 828323, 46053, 26122, 4847, 35, 6835, 1151886, 5092, 4442
229, 823636, 43949, 24803, 4603, 37, 6657, 1160786, 4687, 4479
230, 819138, 41629, 23495, 4334, 35, 6523, 1169469, 4498, 4514
231, 814766, 39394, 22163, 4149, 32, 6322, 1177888, 4372, 4546
232, 810797, 37440, 21035, 3964, 37, 6051, 1185761, 3969, 4583
233, 807132, 35440, 19911, 3779, 24, 5837, 1193229, 3665, 4607
234, 803602, 33556, 18683, 3562, 28, 5696, 1200336, 3530, 4635
235, 800229, 31727, 17589, 3417, 18, 5440, 1207172, 3373, 4653
236, 797149, 29892, 16620, 3216, 24, 5274, 1213692, 3080, 4677
237, 794284, 28096, 15679, 3046, 17, 5086, 1219850, 2865, 4694
238, 791583, 26526, 14719, 2898, 26, 4881, 1225572, 2701, 4720
239, 789077, 24985, 13763, 2740, 22, 4663, 1231124, 2506, 4742
240, 786680, 23457, 12879, 2590, 22, 4432, 1236401, 2397, 4764
241, 784438, 22006, 12067, 2498, 24, 4176, 1241385, 2242, 4788
242, 782358, 20618, 11445, 2335, 12, 3998, 1245966, 2080, 4800
243, 780433, 19411, 10744, 2215, 16, 3833, 1250223, 1925, 4816
244, 778586, 18197, 10009, 2096, 21, 3647, 1254381, 1847, 4837
245, 776949, 16993, 9321, 1970, 10, 3434, 1258449, 1637, 4847
246, 775342, 15910, 8698, 1853, 8, 3291, 1262044, 1607, 4855
247, 773801, 14901, 8181, 1744, 12, 3100, 1265465, 1541, 4867
248, 772478, 13931, 7686, 1625, 12, 2928, 1268750, 1323, 4879
249, 771231, 13004, 7163, 1510, 7, 2795, 1271764, 1247, 4886
250, 770077, 12228, 6614, 1436, 18, 2642, 1274545, 1154, 4904
251, 768965, 11378, 6149, 1374, 9, 2501, 1277208, 1112, 4913
252, 767914, 10601, 5730, 1260, 7, 2415, 1279709, 1051, 4920
253, 766903, 9920, 5333, 1197, 10, 2257, 1282049, 1011, 4930
254, 765998, 9288, 5019, 1120, 6, 2140, 1284194, 905, 4936
255, 765154, 8681, 4671, 1035, 5, 2030, 1286244, 844, 4941
256, 764345, 8136, 4311, 946, 8, 1905, 1288199, 809, 4949
257, 763609, 7605, 4088, 890, 14, 1789, 1289920, 736, 4963
258, 762962, 7069, 3847, 832, 12, 1684, 1291584, 647, 4975
259, 762345, 6593, 3581, 767, 8, 1568, 1293146, 617, 4983
260, 761764, 6145, 3325, 717, 6, 1449, 1294630, 581, 4989
261, 761202, 5731, 3084, 649, 4, 1384, 1295995, 562, 4993
262, 760703, 5345, 2880, 601, 5, 1318, 1297256, 499, 4998
263, 760229, 4962, 2666, 574, 0, 1208, 1298489, 474, 4998
264, 759789, 4655, 2480, 527, 5, 1147, 1299559, 440, 5003
265, 759381, 4338, 2267, 496, 2, 1070, 1300635, 408, 5005
266, 759002, 4028, 2100, 454, 4, 984, 1301644, 379, 5009
267, 758646, 3701, 1986, 436, 1, 898, 1302567, 356, 5010
268, 758312, 3444, 1865, 408, 2, 852, 1303373, 334, 5012
269, 758017, 3205, 1742, 371, 4, 802, 1304152, 295, 5016
270, 757742, 2969, 1605, 356, 4, 745, 1304888, 275, 5020
271, 757474, 2747, 1503, 337, 3, 696, 1305552, 268, 5023
272, 757243, 2550, 1420, 327, 6, 632, 1306168, 231, 5029
273, 757000, 2373, 1319, 304, 4, 584, 1306744, 243, 5033
274, 756779, 2213, 1234, 273, 4, 548, 1307295, 221, 5037
275, 756589, 2072, 1128, 251, 2, 503, 1307828, 190, 5039
276, 756404, 1915, 1053, 234, 1, 470, 1308299, 185, 5040
277, 756231, 1768, 980, 224, 3, 429, 1308752, 173, 5043
278, 756084, 1641, 911, 207, 1, 412, 1309154, 147, 5044
279, 755937, 1517, 832, 196, 1, 385, 1309541, 147, 5045
280, 755803, 1423, 762, 184, 2, 349, 1309898, 134, 5047
281, 755682, 1325, 717, 162, 1, 336, 1310209, 121, 5048
282, 755566, 1214, 659, 152, 0, 318, 1310527, 116, 5048
283, 755448, 1139, 611, 140, 1, 311, 1310784, 118, 5049
284, 755342, 1080, 561, 127, 0, 291, 1311044, 106, 5049
285, 755239, 1009, 526, 130, 0, 264, 1311280, 103, 5049
286, 755147, 933, 498, 123, 5, 243, 1311510, 92, 5054
287, 755074, 850, 484, 116, 0, 225, 1311724, 73, 5054
288, 754999, 785, 436, 109, 1, 217, 1311924, 75, 5055
289, 754927, 749, 404, 100, 2, 201, 1312090, 72, 5057
290, 754855, 689, 383, 89, 1, 189, 1312265, 72, 5058
291, 754801, 643, 362, 83, 0, 179, 1312420, 54, 5058
292, 754742, 597, 327, 76, 0, 158, 1312583, 59, 5058
293, 754686, 561, 302, 72, 1, 146, 1312718, 56, 5059
294, 754633, 518, 275, 68, 0, 135, 1312859, 53, 5059
295, 754583, 493, 247, 66, 0, 122, 1312980, 50, 5059
296, 754546, 462, 243, 58, 0, 122, 1313073, 37, 5059
297, 754504, 422, 231, 54, 0, 119, 1313169, 42, 5059
298, 754460, 394, 209, 50, 1, 111, 1313272, 44, 5060
299, 754433, 378, 190, 42, 0, 105, 1313365, 27, 5060
300, 754395, 354, 177, 42, 0, 98, 1313436, 38, 5060
301, 754368, 325, 174, 41, 0, 88, 1313517, 27, 5060
302, 754333, 297, 155, 39, 0, 82, 1313599, 35, 5060
303, 754309, 281, 147, 42, 0, 75, 1313662, 24, 5060
304, 754283, 258, 133, 41, 0, 72, 1313727, 26, 5060
305, 754265, 240, 127, 36, 0, 68, 1313786, 18, 5060
306, 754242, 216, 117, 36, 0, 66, 1313840, 23, 5060
307, 754223, 202, 115, 33, 0, 58, 1313890, 19, 5060
308, 754205, 189, 112, 30, 0, 53, 1313933, 18, 5060
309, 754190, 175, 98, 29, 0, 50, 1313983, 15, 5060
310, 754177, 163, 95, 28, 0, 42, 1314022, 13, 5060
311, 754165, 147, 84, 25, 0, 42, 1314065, 12, 5060
312, 754149, 131, 78, 21, 0, 41, 1314104, 16, 5060
313, 754135, 124, 72, 19, 0, 39, 1314137, 14, 5060
314, 754127, 119, 70, 15, 0, 42, 1314159, 8, 5060
315, 754117, 110, 58, 11, 0, 41, 1314193, 10, 5060
316, 754111, 98, 55, 11, 0, 36, 1314223, 6, 5060
317, 754092, 87, 51, 10, 0, 36, 1314245, 19, 5060
318, 754084, 86, 51, 11, 0, 33, 1314267, 8, 5060
319, 754074, 82, 46, 11, 0, 30, 1314287, 10, 5060
320, 754067, 80, 43, 11, 0, 29, 1314303, 7, 5060
321, 754060, 73, 38, 9, 0, 28, 1314325, 7, 5060
322, 754053, 68, 36, 9, 0, 25, 1314342, 7, 5060
323, 754043, 66, 36, 9, 0, 21, 1314355, 10, 5060
324, 754037, 65, 37, 8, 0, 19, 1314368, 6, 5060
325, 754032, 59, 36, 9, 0, 15, 1314384, 5, 5060
326, 754024, 54, 30, 11, 0, 11, 1314402, 8, 5060
327, 754018, 51, 32, 10, 0, 11, 1314412, 6, 5060
328, 754012, 52, 29, 9, 0, 10, 1314422, 6, 5060
329, 754008, 50, 26, 9, 0, 11, 1314432, 4, 5060
330, 754005, 51, 24, 8, 0, 11, 1314438, 3, 5060
331, 754000, 45, 23, 7, 0, 11, 1314449, 5, 5060
332, 753997, 37, 22, 8, 0, 9, 1314464, 3, 5060
333, 753994, 34, 19, 7, 0, 9, 1314474, 3, 5060
334, 753993, 34, 18, 7, 0, 9, 1314478, 1, 5060
335, 753992, 31, 15, 7, 0, 8, 1314486, 1, 5060
336, 753988, 29, 15, 5, 0, 9, 1314490, 4, 5060
337, 753985, 26, 16, 3, 0, 11, 1314496, 3, 5060
338, 753985, 24, 17, 3, 0, 10, 1314501, 0, 5060
339, 753980, 22, 15, 3, 0, 9, 1314506, 5, 5060
340, 753977, 20, 13, 2, 0, 9, 1314516, 3, 5060
341, 753975, 15, 14, 2, 0, 8, 1314524, 2, 5060
342, 753974, 12, 13, 2, 0, 7, 1314531, 1, 5060
343, 753971, 10, 13, 0, 0, 8, 1314535, 3, 5060
344, 753969, 11, 14, 0, 0, 7, 1314537, 2, 5060
345, 753967, 11, 13, 0, 0, 7, 1314540, 2, 5060
346, 753965, 9, 12, 0, 0, 7, 1314545, 2, 5060
347, 753964, 9, 13, 0, 0, 5, 1314548, 1, 5060
348, 753964, 9, 11, 0, 0, 3, 1314553, 0, 5060
349, 753964, 8, 9, 0, 0, 3, 1314556, 0, 5060
350, 753962, 7, 8, 0, 0, 3, 1314558, 2, 5060
351, 753962, 8, 8, 0, 0, 2, 1314560, 0, 5060
352, 753960, 8, 7, 0, 0, 2, 1314561, 2, 5060
353, 753959, 8, 5, 0, 0, 2, 1314565, 1, 5060
354, 753957, 8, 3, 0, 0, 0, 1314570, 2, 5060
355, 753956, 8, 3, 0, 0, 0, 1314572, 1, 5060
356, 753956, 9, 2, 0, 0, 0, 1314573, 0, 5060
357, 753956, 7, 2, 0, 0, 0, 1314575, 0, 5060
358, 753956, 7, 2, 0, 0, 0, 1314575, 0, 5060
359, 753956, 7, 1, 0, 0, 0, 1314576, 0, 5060
360, 753956, 6, 1, 0, 0, 0, 1314577, 0, 5060
361, 753956, 6, 1, 0, 0, 0, 1314577, 0, 5060
362, 753955, 6, 1, 0, 0, 0, 1314577, 1, 5060
363, 753955, 7, 0, 0, 0, 0, 1314578, 0, 5060
364, 753955, 6, 0, 0, 0, 0, 1314579, 0, 5060
365, 753954, 6, 0, 0, 0, 0, 1314579, 1, 5060
366, 753953, 4, 1, 0, 0, 0, 1314581, 1, 5060
367, 753953, 3, 2, 0, 0, 0, 1314582, 0, 5060
368, 753953, 2, 2, 0, 0, 0, 1314583, 0, 5060
369, 753953, 1, 2, 0, 0, 0, 1314584, 0, 5060
370, 753953, 1, 2, 0, 0, 0, 1314584, 0, 5060
371, 753952, 1, 2, 0, 0, 0, 1314584, 1, 5060
372, 753952, 2, 2, 0, 0, 0, 1314584, 0, 5060
373, 753951, 2, 2, 0, 0, 0, 1314584, 1, 5060
374, 753951, 2, 2, 0, 0, 0, 1314585, 0, 5060
375, 753951, 2, 1, 0, 0, 0, 1314586, 0, 5060
376, 753951, 1, 1, 0, 0, 0, 1314587, 0, 5060
377, 753951, 1, 1, 0, 0, 0, 1314587, 0, 5060
378, 753951, 1, 1, 0, 0, 0, 1314587, 0, 5060
379, 753950, 1, 1, 0, 0, 0, 1314587, 1, 5060
380, 753950, 1, 2, 0, 0, 0, 1314587, 0, 5060
381, 753950, 1, 2, 0, 0, 0, 1314587, 0, 5060
382, 753950, 1, 1, 0, 0, 0, 1314588, 0, 5060
383, 753950, 1, 1, 0, 0, 0, 1314588, 0, 5060
384, 753950, 1, 1, 0, 0, 0, 1314588, 0, 5060
385, 753949, 0, 1, 0, 0, 0, 1314589, 1, 5060
386, 753949, 0, 2, 0, 0, 0, 1314589, 0, 5060
387, 753949, 0, 2, 0, 0, 0, 1314589, 0, 5060
388, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
389, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
390, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
391, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
392, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
393, 753949, 0, 1, 0, 0, 0, 1314590, 0, 5060
394, 753949, 0, 0, 0, 0, 0, 1314591, 0, 5060
