1.02 1.8 207360 8 2073 960 192 1.0 0.7 1 12 7 0.03214285714285715 0.004166666666666667 10 0.005 10
[1, 2073599, 0, 1, 0, 0, 0, 0, 0, 0]
[2, 2073599, 0, 1, 0, 0, 0, 0, 0, 0]
[3, 2073599, 0, 1, 0, 0, 0, 0, 0, 0]
[4, 2073598, 0, 1, 0, 0, 0, 0, 1, 0]
[5, 2073598, 0, 2, 0, 0, 0, 0, 0, 0]
[6, 2073597, 0, 2, 0, 0, 0, 0, 1, 0]
[7, 2073597, 0, 3, 0, 0, 0, 0, 0, 0]
[8, 2073596, 0, 3, 0, 0, 0, 0, 1, 0]
[9, 2073596, 0, 3, 0, 0, 0, 1, 0, 0]
[10, 2073596, 0, 3, 0, 0, 0, 1, 0, 0]
[11, 2073596, 0, 3, 0, 0, 0, 1, 0, 0]
[12, 2073596, 0, 3, 0, 0, 0, 1, 0, 0]
[13, 2073594, 0, 2, 0, 0, 0, 2, 2, 0]
[14, 2073594, 2, 2, 0, 0, 0, 2, 0, 0]
[15, 2073593, 2, 1, 0, 0, 0, 3, 1, 0]
[16, 2073593, 2, 2, 0, 0, 0, 3, 0, 0]
[17, 2073592, 2, 1, 0, 0, 0, 4, 1, 0]
[18, 2073592, 2, 2, 0, 0, 0, 4, 0, 0]
[19, 2073592, 2, 2, 0, 0, 0, 4, 0, 0]
[20, 2073590, 2, 2, 0, 0, 0, 4, 2, 0]
[21, 2073590, 2, 4, 0, 0, 0, 4, 0, 0]
[22, 2073590, 2, 4, 0, 0, 0, 4, 0, 0]
[23, 2073589, 2, 4, 0, 0, 0, 4, 1, 0]
[24, 2073589, 2, 4, 0, 0, 0, 5, 0, 0]
[25, 2073587, 2, 4, 0, 0, 0, 5, 2, 0]
[26, 2073587, 3, 4, 0, 0, 0, 6, 0, 0]
[27, 2073585, 1, 4, 0, 0, 0, 8, 2, 0]
[28, 2073585, 2, 5, 0, 0, 0, 8, 0, 0]
[29, 2073584, 2, 3, 0, 0, 0, 10, 1, 0]
[30, 2073581, 2, 4, 0, 0, 0, 10, 3, 0]
[31, 2073581, 3, 6, 0, 0, 0, 10, 0, 0]
[32, 2073578, 3, 5, 0, 0, 0, 11, 3, 0]
[33, 2073578, 3, 8, 0, 0, 0, 11, 0, 0]
[34, 2073574, 3, 7, 0, 0, 0, 12, 4, 0]
