1.02 1.8 207360 8 2073 960 192 1.0 0.7 1 12 7 0.03214285714285715 0.004166666666666667 10 0.005 10
[35, 2073415, 35, 73, 1, 0, 0, 42, 34, 0]
[36, 2073391, 42, 89, 1, 0, 0, 53, 24, 0]
[37, 2073353, 50, 98, 2, 0, 0, 59, 38, 0]
[38, 2073314, 56, 125, 2, 0, 0, 64, 39, 0]
[39, 2073274, 67, 148, 2, 0, 0, 69, 40, 0]
[40, 2073215, 80, 163, 2, 0, 0, 81, 59, 0]
[41, 2073159, 98, 190, 2, 0, 0, 95, 56, 0]
[42, 2073095, 107, 217, 3, 0, 0, 114, 64, 0]
[43, 2073019, 124, 248, 3, 0, 0, 130, 76, 0]
[44, 2072924, 146, 274, 3, 0, 0, 158, 95, 0]
[45, 2072814, 166, 329, 3, 0, 0, 178, 110, 0]
[46, 2072704, 191, 379, 4, 0, 1, 211, 110, 0]
[47, 2072566, 217, 430, 5, 0, 1, 243, 138, 0]
[48, 2072432, 260, 495, 5, 0, 2, 272, 134, 0]
[49, 2072257, 283, 557, 7, 0, 2, 319, 175, 0]
[50, 2072061, 331, 630, 7, 0, 2, 373, 196, 0]
[51, 2071830, 389, 717, 8, 0, 2, 423, 231, 0]
[52, 2071578, 446, 830, 8, 0, 2, 484, 252, 0]
[53, 2071292, 498, 949, 7, 0, 3, 565, 286, 0]
[54, 2070944, 560, 1068, 11, 0, 3, 666, 348, 0]
[55, 2070575, 649, 1235, 14, 0, 3, 755, 369, 0]
[56, 2070150, 725, 1410, 21, 0, 3, 866, 425, 0]
[57, 2069657, 835, 1597, 22, 0, 4, 992, 493, 0]
[58, 2069127, 943, 1838, 23, 0, 5, 1134, 530, 0]
[59, 2068458, 1071, 2078, 27, 0, 5, 1292, 669, 0]
[60, 2067798, 1236, 2384, 28, 0, 7, 1487, 660, 0]
[61, 2066992, 1371, 2673, 31, 1, 7, 1719, 806, 1]
[62, 2066104, 1590, 3025, 35, 0, 8, 1949, 888, 1]
[63, 2065129, 1763, 3430, 42, 1, 8, 2251, 975, 2]
[64, 2063992, 1994, 3842, 44, 0, 7, 2582, 1137, 2]
[65, 2062735, 2262, 4349, 49, 1, 11, 2934, 1257, 3]
[66, 2061283, 2583, 4864, 49, 0, 14, 3352, 1452, 3]
[67, 2059655, 2938, 5504, 48, 0, 19, 3805, 1628, 3]
[68, 2057788, 3338, 6161, 51, 0, 20, 4372, 1867, 3]
[69, 2055819, 3774, 7005, 58, 1, 21, 4950, 1969, 4]
[70, 2053544, 4185, 7857, 75, 0, 24, 5636, 2275, 4]
[71, 2051108, 4718, 8794, 96, 0, 25, 6419, 2436, 4]
[72, 2048346, 5217, 9891, 107, 0, 29, 7244, 2762, 4]
[73, 2045305, 5819, 11035, 129, 1, 33, 8233, 3041, 5]
[74, 2042018, 6547, 12279, 143, 0, 40, 9281, 3287, 5]
[75, 2038335, 7236, 13593, 165, 3, 42, 10538, 3683, 8]
[76, 2034384, 8110, 15015, 189, 1, 48, 11894, 3951, 9]
[77, 2030029, 8944, 16486, 223, 0, 48, 13506, 4355, 9]
[78, 2025427, 9933, 18088, 253, 3, 47, 15238, 4602, 12]
[79, 2020342, 10954, 19672, 286, 1, 50, 17198, 5085, 13]
[80, 2015038, 12039, 21442, 314, 3, 58, 19389, 5304, 16]
[81, 2009319, 13140, 23178, 345, 2, 73, 21808, 5719, 18]
[82, 2003154, 14324, 25023, 374, 0, 90, 24452, 6165, 18]
[83, 1996663, 15573, 27044, 397, 1, 101, 27312, 6491, 19]
[84, 1989722, 16824, 29028, 431, 0, 121, 30514, 6941, 19]
[85, 1982551, 18242, 31050, 485, 0, 135, 33947, 7171, 19]
[86, 1975063, 19610, 33002, 521, 0, 159, 37738, 7488, 19]
[87, 1967203, 20868, 35108, 559, 4, 181, 41798, 7860, 23]
[88, 1958959, 22243, 37062, 604, 0, 212, 46253, 8244, 23]
[89, 1950537, 23564, 39145, 646, 5, 245, 51013, 8422, 28]
[90, 1941723, 24853, 41140, 688, 2, 279, 56073, 8814, 30]
[91, 1932718, 26141, 42949, 730, 4, 310, 61713, 9005, 34]
[92, 1923568, 27329, 44752, 787, 2, 343, 67635, 9150, 36]
[93, 1914071, 28449, 46419, 814, 5, 372, 73937, 9497, 41]
[94, 1904182, 29607, 48140, 875, 1, 396, 80469, 9889, 42]
[95, 1893980, 30755, 49832, 923, 4, 426, 87436, 10202, 46]
[96, 1883425, 31907, 51501, 973, 3, 476, 94714, 10555, 49]
[97, 1873015, 33121, 53071, 1043, 4, 509, 102378, 10410, 53]
[98, 1862033, 34121, 54382, 1083, 7, 545, 110394, 10982, 60]
[99, 1851145, 35202, 55888, 1121, 8, 588, 118700, 10888, 68]
[100, 1839813, 36202, 57189, 1195, 2, 632, 127167, 11332, 70]
[101, 1828330, 37112, 58728, 1254, 3, 673, 135947, 11483, 73]
[102, 1816695, 37961, 60164, 1313, 4, 713, 145042, 11635, 77]
[103, 1804793, 38928, 61373, 1352, 4, 769, 154402, 11902, 81]
[104, 1792607, 39800, 62595, 1387, 7, 798, 164139, 12186, 88]
[105, 1780131, 40673, 63856, 1444, 5, 853, 174074, 12476, 93]
[106, 1767569, 41754, 65315, 1473, 3, 900, 183931, 12562, 96]
[107, 1754841, 42605, 66541, 1501, 3, 948, 194337, 12728, 99]
[108, 1741912, 43457, 67828, 1525, 7, 1015, 204828, 12929, 106]
[109, 1728774, 44255, 68910, 1555, 7, 1057, 215798, 13138, 113]
[110, 1715313, 44950, 70008, 1602, 1, 1099, 227053, 13461, 114]
[111, 1701690, 45811, 71263, 1628, 3, 1167, 238301, 13623, 117]
[112, 1687702, 46410, 72497, 1683, 5, 1226, 249972, 13988, 122]
[113, 1673704, 47246, 73781, 1720, 5, 1286, 261738, 13998, 127]
[114, 1659309, 48096, 74850, 1767, 3, 1326, 273727, 14395, 130]
[115, 1644667, 49049, 76033, 1815, 8, 1366, 285890, 14642, 138]
[116, 1629964, 49960, 77349, 1854, 2, 1422, 298208, 14703, 140]
[117, 1615092, 50876, 78507, 1893, 4, 1451, 310765, 14872, 144]
[118, 1600138, 51722, 79674, 1954, 9, 1477, 323528, 14954, 153]
[119, 1584843, 52490, 80658, 1983, 12, 1504, 336662, 15295, 165]
[120, 1569376, 53319, 81803, 2035, 10, 1535, 349890, 15467, 175]
[121, 1553666, 54048, 82820, 2094, 9, 1573, 363505, 15710, 184]
[122, 1537747, 54939, 83979, 2124, 6, 1596, 377106, 15919, 190]
[123, 1521471, 55835, 84976, 2160, 9, 1645, 391038, 16276, 199]
[124, 1504795, 56559, 86206, 2232, 16, 1680, 405237, 16676, 215]
[125, 1488387, 57538, 87649, 2247, 10, 1716, 419430, 16408, 225]
[126, 1471765, 58240, 88852, 2286, 9, 1753, 433848, 16622, 234]
[127, 1454879, 59074, 89976, 2353, 14, 1772, 448412, 16886, 248]
[128, 1437592, 59853, 91011, 2430, 11, 1791, 463377, 17287, 259]
[129, 1420185, 60665, 92166, 2500, 20, 1807, 478591, 17407, 279]
[130, 1402710, 61515, 93285, 2549, 17, 1818, 493952, 17475, 296]
[131, 1384997, 62297, 94424, 2590, 20, 1830, 509433, 17713, 316]
[132, 1367011, 63130, 95312, 2627, 22, 1845, 525351, 17986, 338]
[133, 1348751, 64006, 96160, 2742, 21, 1816, 541506, 18260, 359]
[134, 1330608, 64883, 97398, 2799, 17, 1780, 557613, 18143, 376]
[135, 1312530, 65594, 98523, 2843, 31, 1769, 573856, 18078, 407]
[136, 1294243, 65990, 99529, 2881, 19, 1770, 590474, 18287, 426]
[137, 1275461, 66734, 100196, 2944, 36, 1767, 607254, 18782, 462]
[138, 1256802, 67486, 101159, 3034, 25, 1753, 624220, 18659, 487]
[139, 1238236, 68265, 101995, 3132, 28, 1740, 641151, 18566, 515]
[140, 1219371, 68666, 102678, 3240, 30, 1722, 658513, 18865, 545]
[141, 1200267, 69219, 103344, 3331, 31, 1701, 676058, 19104, 576]
[142, 1181134, 69718, 103881, 3420, 27, 1698, 694013, 19133, 603]
[143, 1161668, 70104, 104628, 3493, 38, 1666, 711934, 19466, 641]
[144, 1142299, 70696, 105426, 3549, 32, 1688, 729900, 19369, 673]
[145, 1122666, 71250, 106155, 3630, 50, 1666, 747877, 19633, 723]
[146, 1102546, 71690, 106856, 3709, 52, 1636, 766268, 20120, 775]
[147, 1082573, 72219, 107990, 3803, 36, 1576, 784655, 19973, 811]
[148, 1062181, 72695, 108968, 3879, 50, 1573, 803051, 20392, 861]
[149, 1041453, 73474, 110072, 3979, 51, 1542, 821440, 20728, 912]
[150, 1020752, 74034, 111291, 4096, 45, 1543, 840226, 20701, 957]
[151, 999422, 74457, 112392, 4171, 52, 1547, 859272, 21330, 1009]
[152, 977882, 75190, 113732, 4296, 50, 1528, 878373, 21540, 1059]
[153, 956207, 76020, 115401, 4462, 53, 1500, 897223, 21675, 1112]
[154, 934122, 76944, 116767, 4543, 58, 1498, 916471, 22085, 1170]
[155, 911731, 77629, 118197, 4678, 56, 1454, 936294, 22391, 1226]
[156, 889184, 78496, 119975, 4768, 65, 1459, 955880, 22547, 1291]
[157, 866398, 79376, 121422, 4899, 61, 1462, 975905, 22786, 1352]
[158, 843111, 80218, 122835, 5002, 81, 1462, 996252, 23287, 1433]
[159, 819975, 81364, 124503, 5171, 76, 1426, 1016516, 23136, 1509]
[160, 796628, 82258, 125822, 5272, 75, 1440, 1037249, 23347, 1584]
[161, 773218, 83254, 127036, 5466, 73, 1414, 1058145, 23410, 1657]
[162, 749894, 84079, 128413, 5649, 71, 1371, 1079142, 23324, 1728]
[163, 726514, 84973, 129086, 5781, 78, 1367, 1100693, 23380, 1806]
[164, 703574, 85693, 129736, 5934, 73, 1355, 1122489, 22940, 1879]
[165, 680849, 86124, 130081, 6082, 94, 1324, 1144442, 22725, 1973]
[166, 658720, 86445, 130087, 6209, 106, 1293, 1166638, 22129, 2079]
[167, 636805, 86509, 129389, 6395, 71, 1247, 1189190, 21915, 2150]
[168, 615435, 86567, 128499, 6519, 100, 1214, 1211746, 21370, 2250]
[169, 594837, 86341, 127168, 6673, 103, 1171, 1234459, 20598, 2353]
[170, 575270, 85759, 125117, 6792, 91, 1157, 1257494, 19567, 2444]
[171, 556331, 84852, 122512, 6949, 121, 1093, 1280359, 18939, 2565]
[172, 538674, 83415, 119402, 7039, 109, 1075, 1303664, 17657, 2674]
[173, 521893, 81891, 115627, 7152, 107, 1064, 1326411, 16781, 2781]
[174, 505944, 79906, 111424, 7238, 111, 1035, 1349212, 15949, 2892]
[175, 491531, 77799, 107058, 7381, 107, 1023, 1371396, 14413, 2999]
[176, 478033, 75182, 101729, 7471, 101, 1017, 1393570, 13498, 3100]
[177, 465463, 72374, 96154, 7550, 125, 1013, 1415251, 12570, 3225]
[178, 454190, 69368, 90473, 7622, 131, 1015, 1436303, 11273, 3356]
[179, 443999, 65984, 84792, 7667, 125, 999, 1456487, 10191, 3481]
[180, 434629, 62470, 78596, 7686, 141, 1007, 1476220, 9370, 3622]
[181, 426208, 58885, 72798, 7702, 132, 983, 1494849, 8421, 3754]
[182, 418661, 55188, 66806, 7724, 111, 1004, 1512805, 7547, 3865]
[183, 411857, 51345, 60972, 7730, 118, 1011, 1529898, 6804, 3983]
[184, 405877, 47573, 55723, 7686, 119, 1012, 1545647, 5980, 4102]
[185, 400625, 43830, 50520, 7631, 133, 1013, 1560494, 5252, 4235]
[186, 395956, 40224, 45430, 7566, 133, 1010, 1574377, 4669, 4368]
[187, 391879, 36766, 40695, 7483, 133, 1003, 1587196, 4077, 4501]
[188, 388158, 33228, 36435, 7397, 124, 1013, 1599023, 3721, 4625]
[189, 384912, 30039, 32562, 7293, 120, 1018, 1609785, 3246, 4745]
[190, 382048, 27079, 28991, 7178, 112, 1028, 1619555, 2864, 4857]
[191, 379620, 24155, 25753, 7039, 123, 1046, 1628579, 2428, 4980]
[192, 377512, 21662, 22664, 6852, 133, 1103, 1636586, 2108, 5113]
[193, 375608, 19310, 19932, 6685, 116, 1148, 1643784, 1904, 5229]
[194, 373891, 17071, 17639, 6520, 118, 1162, 1650253, 1717, 5347]
[195, 372417, 15033, 15594, 6323, 108, 1214, 1656090, 1474, 5455]
[196, 371150, 13276, 13728, 6117, 117, 1266, 1661224, 1267, 5572]
[197, 370078, 11694, 11961, 5903, 112, 1315, 1665893, 1072, 5684]
[198, 369150, 10292, 10486, 5673, 112, 1384, 1669891, 928, 5796]
[199, 368320, 9021, 9088, 5445, 110, 1445, 1673545, 830, 5906]
[200, 367572, 7897, 7956, 5200, 107, 1518, 1676696, 748, 6013]
[201, 366917, 6948, 7001, 4937, 90, 1621, 1679418, 655, 6103]
[202, 366339, 6111, 6096, 4659, 87, 1727, 1681900, 578, 6190]
[203, 365866, 5298, 5291, 4382, 91, 1804, 1684205, 473, 6281]
[204, 365450, 4612, 4627, 4087, 100, 1883, 1686144, 416, 6381]
[205, 365095, 4040, 4013, 3783, 77, 2014, 1687842, 355, 6458]
[206, 364759, 3547, 3499, 3468, 61, 2132, 1689340, 336, 6519]
[207, 364480, 3128, 3081, 3133, 52, 2281, 1690647, 279, 6571]
[208, 364224, 2716, 2705, 2763, 56, 2457, 1691852, 256, 6627]
[209, 364004, 2341, 2363, 2392, 47, 2632, 1692974, 220, 6674]
[210, 363821, 2051, 2054, 2018, 26, 2832, 1693941, 183, 6700]
[211, 363646, 1806, 1767, 1602, 16, 3069, 1694819, 175, 6716]
[212, 363500, 1584, 1546, 1177, 1, 3297, 1695633, 146, 6717]
[213, 363372, 1382, 1353, 842, 3, 3425, 1696378, 128, 6720]
[214, 363252, 1202, 1204, 583, 2, 3480, 1697037, 120, 6722]
[215, 363154, 1056, 1057, 391, 1, 3455, 1697666, 98, 6723]
[216, 363073, 921, 924, 253, 0, 3352, 1698273, 81, 6723]
[217, 363006, 821, 798, 155, 1, 3189, 1698840, 67, 6724]
[218, 362943, 729, 687, 95, 1, 2957, 1699401, 63, 6725]
[219, 362887, 635, 613, 75, 0, 2658, 1699951, 56, 6725]
[220, 362841, 544, 526, 58, 0, 2339, 1700521, 46, 6725]
[221, 362793, 482, 465, 46, 1, 1994, 1701046, 48, 6726]
[222, 362767, 429, 402, 40, 1, 1594, 1701615, 26, 6727]
[223, 362737, 372, 336, 37, 0, 1168, 1702193, 30, 6727]
[224, 362699, 323, 284, 30, 0, 836, 1702663, 38, 6727]
[225, 362677, 288, 253, 25, 0, 578, 1703030, 22, 6727]
[226, 362663, 239, 230, 25, 0, 387, 1703315, 14, 6727]
[227, 362646, 207, 194, 21, 0, 249, 1703539, 17, 6727]
[228, 362633, 176, 163, 17, 0, 152, 1703719, 13, 6727]
[229, 362621, 152, 141, 16, 0, 93, 1703838, 12, 6727]
[230, 362605, 136, 120, 16, 0, 73, 1703907, 16, 6727]
[231, 362602, 115, 115, 14, 0, 56, 1703968, 3, 6727]
[232, 362595, 98, 101, 14, 0, 45, 1704013, 7, 6727]
[233, 362586, 90, 77, 12, 0, 40, 1704059, 9, 6727]
[234, 362581, 78, 66, 11, 0, 37, 1704095, 5, 6727]
[235, 362577, 62, 58, 8, 0, 30, 1704134, 4, 6727]
[236, 362573, 54, 49, 7, 0, 25, 1704161, 4, 6727]
[237, 362569, 42, 42, 4, 0, 25, 1704187, 4, 6727]
[238, 362568, 34, 37, 3, 0, 21, 1704209, 1, 6727]
[239, 362564, 30, 26, 3, 0, 17, 1704229, 4, 6727]
[240, 362559, 28, 26, 2, 0, 16, 1704237, 5, 6727]
[241, 362556, 23, 27, 1, 0, 16, 1704247, 3, 6727]
[242, 362555, 21, 22, 1, 0, 14, 1704259, 1, 6727]
[243, 362553, 18, 20, 0, 0, 14, 1704266, 2, 6727]
[244, 362550, 14, 19, 0, 0, 12, 1704275, 3, 6727]
[245, 362549, 15, 18, 0, 0, 11, 1704279, 1, 6727]
[246, 362547, 12, 16, 0, 0, 8, 1704288, 2, 6727]
[247, 362546, 10, 17, 0, 0, 7, 1704292, 1, 6727]
[248, 362545, 7, 15, 0, 0, 4, 1704301, 1, 6727]
[249, 362544, 6, 11, 0, 0, 3, 1704308, 1, 6727]
[250, 362544, 5, 10, 0, 0, 3, 1704311, 0, 6727]
[251, 362543, 4, 10, 0, 0, 2, 1704313, 1, 6727]
[252, 362541, 4, 9, 0, 0, 1, 1704316, 2, 6727]
[253, 362541, 3, 9, 0, 0, 1, 1704319, 0, 6727]
[254, 362540, 3, 8, 0, 0, 0, 1704321, 1, 6727]
[255, 362540, 2, 7, 0, 0, 0, 1704324, 0, 6727]
[256, 362540, 1, 6, 0, 0, 0, 1704326, 0, 6727]
[257, 362540, 1, 5, 0, 0, 0, 1704327, 0, 6727]
[258, 362539, 0, 4, 0, 0, 0, 1704329, 1, 6727]
[259, 362539, 0, 5, 0, 0, 0, 1704329, 0, 6727]
[260, 362539, 0, 4, 0, 0, 0, 1704330, 0, 6727]
[261, 362539, 0, 2, 0, 0, 0, 1704332, 0, 6727]
[262, 362538, 0, 2, 0, 0, 0, 1704332, 1, 6727]
[263, 362538, 1, 1, 0, 0, 0, 1704333, 0, 6727]
[264, 362538, 1, 1, 0, 0, 0, 1704333, 0, 6727]
[265, 362538, 1, 1, 0, 0, 0, 1704333, 0, 6727]
[266, 362538, 1, 1, 0, 0, 0, 1704333, 0, 6727]
[267, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[268, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[269, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[270, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[271, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[272, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[273, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[274, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[275, 362538, 1, 0, 0, 0, 0, 1704334, 0, 6727]
[276, 362538, 0, 0, 0, 0, 0, 1704335, 0, 6727]
[362538, 0, 0, 0, 0, 0, 1704335, 0] 0.8219208140432098 6727
