1.04 1.8 207360 8 2073 960 192 0.9 1.0 60 False 0.7 1 12 7 0.03214285714285715 0.004166666666666667 10 0.005 10
[1, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[2, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[3, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[4, 2073598, 0, 1, 0, 0, 0, 0, 1, 0, 0]
[5, 2073598, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[6, 2073598, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[7, 2073597, 1, 1, 0, 0, 0, 0, 1, 0, 0]
[8, 2073596, 1, 2, 0, 0, 0, 0, 1, 0, 0]
[9, 2073596, 2, 1, 0, 0, 0, 1, 0, 1, 0]
[10, 2073596, 2, 1, 0, 0, 0, 1, 0, 1, 0]
[11, 2073595, 2, 1, 0, 0, 0, 1, 1, 1, 0]
[12, 2073593, 2, 2, 0, 0, 0, 1, 2, 1, 0]
[13, 2073590, 3, 3, 0, 0, 0, 1, 3, 1, 0]
[14, 2073590, 3, 6, 0, 0, 0, 1, 0, 1, 0]
[15, 2073587, 3, 6, 0, 0, 0, 1, 3, 1, 0]
[16, 2073583, 3, 8, 0, 0, 0, 2, 4, 6, 0]
[17, 2073578, 4, 11, 0, 0, 0, 2, 5, 6, 0]
[18, 2073578, 5, 14, 0, 0, 0, 3, 0, 10, 0]
[19, 2073577, 5, 14, 0, 0, 0, 3, 1, 10, 0]
[20, 2073572, 5, 14, 0, 0, 0, 4, 5, 11, 0]
[21, 2073568, 7, 16, 0, 0, 0, 5, 4, 16, 0]
[22, 2073564, 6, 17, 0, 0, 0, 9, 4, 25, 0]
[23, 2073563, 9, 18, 0, 0, 0, 9, 1, 25, 0]
[24, 2073553, 9, 16, 0, 0, 0, 12, 10, 29, 0]
[25, 2073551, 12, 20, 0, 0, 0, 15, 2, 31, 0]
[26, 2073547, 11, 19, 0, 0, 0, 19, 4, 38, 0]
[27, 2073535, 11, 23, 0, 0, 0, 19, 12, 38, 0]
[28, 2073530, 13, 32, 0, 0, 0, 20, 5, 39, 0]
[29, 2073523, 14, 33, 0, 0, 0, 23, 7, 43, 0]
[30, 2073511, 13, 36, 0, 0, 0, 28, 12, 50, 0]
[31, 2073501, 14, 44, 0, 0, 0, 31, 10, 56, 0]
[32, 2073486, 18, 49, 0, 0, 0, 32, 15, 57, 0]
[33, 2073463, 26, 49, 0, 0, 0, 39, 23, 71, 0]
[34, 2073442, 31, 63, 0, 0, 0, 43, 21, 78, 0]
[35, 2073421, 40, 71, 0, 0, 0, 47, 21, 88, 0]
[36, 2073395, 41, 78, 0, 0, 0, 60, 26, 115, 0]
[37, 2073376, 49, 92, 0, 0, 0, 64, 19, 123, 0]
[38, 2073348, 53, 97, 0, 0, 0, 74, 28, 148, 0]
[39, 2073310, 60, 109, 0, 0, 0, 83, 38, 169, 0]
[40, 2073263, 68, 133, 0, 0, 0, 89, 47, 174, 0]
[41, 2073220, 79, 158, 2, 0, 0, 98, 43, 186, 0]
[42, 2073160, 88, 175, 2, 0, 0, 115, 60, 224, 0]
[43, 2073117, 103, 208, 2, 0, 0, 127, 43, 243, 0]
[44, 2073046, 117, 217, 2, 0, 0, 147, 71, 285, 0]
[45, 2072968, 130, 253, 2, 0, 0, 169, 78, 324, 0]
[46, 2072874, 146, 294, 3, 0, 0, 189, 94, 374, 0]
[47, 2072761, 167, 340, 3, 0, 0, 216, 113, 441, 0]
[48, 2072641, 187, 393, 5, 0, 0, 254, 120, 509, 0]
[49, 2072517, 228, 436, 5, 0, 0, 290, 124, 581, 0]
[50, 2072383, 266, 479, 7, 0, 0, 331, 134, 675, 0]
[51, 2072217, 288, 538, 8, 0, 0, 383, 166, 787, 0]
[52, 2072031, 332, 625, 10, 0, 0, 416, 186, 849, 0]
[53, 2071821, 375, 706, 9, 0, 2, 477, 210, 976, 0]
[54, 2071571, 414, 805, 13, 0, 2, 545, 250, 1114, 0]
[55, 2071319, 474, 918, 13, 0, 2, 622, 252, 1250, 0]
[56, 2071001, 530, 1012, 17, 0, 2, 720, 318, 1430, 0]
[57, 2070642, 609, 1159, 18, 0, 3, 810, 359, 1597, 0]
[58, 2070235, 703, 1330, 20, 0, 3, 902, 407, 1764, 0]
[59, 2069758, 780, 1529, 22, 0, 5, 1029, 477, 2019, 0]
[60, 2069234, 911, 1734, 25, 0, 5, 1167, 524, 2302, 0]
[61, 2068626, 1053, 1953, 24, 0, 7, 1329, 608, 2636, 0]
[62, 2067930, 1182, 2234, 28, 0, 8, 1522, 696, 3052, 0]
[63, 2067175, 1359, 2526, 28, 1, 10, 1746, 755, 3497, 1]
[64, 2066282, 1551, 2871, 37, 1, 9, 1955, 893, 3891, 2]
[65, 2065301, 1754, 3283, 37, 0, 13, 2229, 981, 4457, 2]
[66, 2064097, 1989, 3722, 47, 0, 13, 2526, 1204, 5081, 2]
[67, 2062797, 2312, 4239, 49, 0, 16, 2885, 1300, 5837, 2]
[68, 2061292, 2609, 4852, 53, 1, 17, 3269, 1505, 6637, 3]
[69, 2059616, 2959, 5571, 59, 0, 19, 3697, 1676, 7498, 3]
[70, 2057696, 3374, 6296, 65, 0, 21, 4225, 1920, 8554, 3]
[71, 2055496, 3856, 7141, 78, 0, 23, 4803, 2200, 9720, 3]
[72, 2053001, 4396, 8169, 87, 0, 22, 5427, 2495, 10982, 3]
[73, 2050221, 4956, 9301, 102, 0, 26, 6211, 2780, 12640, 3]
[74, 2047104, 5634, 10538, 121, 0, 27, 7056, 3117, 14328, 3]
[75, 2043529, 6390, 11895, 127, 0, 37, 8044, 3575, 16270, 3]
[76, 2039356, 7222, 13470, 148, 0, 37, 9191, 4173, 18562, 3]
[77, 2034674, 8190, 15338, 177, 1, 46, 10489, 4682, 21107, 4]
[78, 2029610, 9342, 17441, 197, 0, 48, 11894, 5064, 23897, 4]
[79, 2023865, 10548, 19679, 211, 3, 53, 13492, 5745, 26993, 7]
[80, 2017359, 11855, 22143, 256, 0, 59, 15415, 6506, 30784, 7]
[81, 2010095, 13454, 24881, 294, 2, 65, 17538, 7264, 34940, 9]
[82, 2002015, 15183, 28033, 326, 0, 77, 19877, 8080, 39496, 9]
[83, 1992850, 17120, 31449, 368, 1, 86, 22552, 9165, 44681, 10]
[84, 1982767, 19176, 35394, 428, 1, 101, 25640, 10083, 50582, 11]
[85, 1971419, 21486, 39511, 495, 1, 119, 29210, 11348, 57344, 12]
[86, 1958926, 24120, 44176, 569, 2, 125, 33177, 12493, 64733, 14]
[87, 1945285, 26956, 49357, 649, 2, 145, 37551, 13641, 72948, 16]
[88, 1930086, 29989, 54941, 727, 1, 172, 42469, 15199, 82182, 17]
[89, 1913722, 33468, 61018, 825, 3, 191, 47992, 16364, 92257, 20]
[90, 1895617, 37151, 67336, 927, 2, 208, 54234, 18105, 103421, 22]
[91, 1875859, 40960, 74509, 1047, 1, 249, 61195, 19758, 115886, 23]
[92, 1854820, 45288, 81900, 1161, 5, 288, 69076, 21039, 129819, 28]
[93, 1831669, 49712, 89638, 1289, 4, 319, 77790, 23151, 144867, 32]
[94, 1807177, 54674, 97813, 1429, 2, 361, 87620, 24492, 161759, 34]
[95, 1781006, 59643, 106304, 1558, 7, 418, 98459, 26171, 180185, 41]
[96, 1753048, 64991, 114910, 1720, 2, 485, 110445, 27958, 200031, 43]
[97, 1723725, 70525, 123912, 1872, 7, 559, 123634, 29323, 221206, 50]
[98, 1693119, 76269, 132966, 2037, 6, 639, 137908, 30606, 243759, 56]
[99, 1661069, 81938, 141609, 2216, 8, 715, 153939, 32050, 268586, 64]
[100, 1628013, 87556, 150282, 2425, 9, 813, 171382, 33056, 294792, 73]
[101, 1594210, 93169, 158706, 2665, 17, 898, 190059, 33803, 322354, 90]
[102, 1559518, 98579, 166225, 2895, 14, 992, 210595, 34692, 351672, 104]
[103, 1524253, 103735, 173412, 3156, 24, 1054, 232597, 35265, 382114, 128]
[104, 1488459, 108678, 179999, 3418, 24, 1146, 255954, 35794, 413527, 152]
[105, 1452365, 113198, 185699, 3656, 44, 1201, 281191, 36094, 446325, 196]
[106, 1416267, 117714, 190466, 3939, 47, 1234, 307639, 36098, 479576, 243]
[107, 1379958, 121293, 194384, 4264, 44, 1254, 335851, 36309, 514354, 287]
[108, 1343941, 124975, 197121, 4567, 54, 1267, 365371, 36017, 549638, 341]
[109, 1308302, 127887, 198900, 4911, 54, 1273, 396293, 35639, 585607, 395]
[110, 1272877, 130118, 200190, 5276, 62, 1253, 428004, 35425, 621485, 457]
