1.04 1.8 207360 8 2073 960 192 0.9 1.0 60 True 0.7 1 12 7 0.03214285714285715 0.004166666666666667 10 0.005 10
[1, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[2, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[3, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[4, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[5, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[6, 2073599, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[7, 2073598, 0, 1, 0, 0, 0, 0, 1, 0, 0]
[8, 2073597, 0, 2, 0, 0, 0, 0, 1, 0, 0]
[9, 2073596, 0, 2, 0, 0, 0, 1, 1, 2, 0]
[10, 2073596, 1, 2, 0, 0, 0, 1, 0, 2, 0]
[11, 2073594, 1, 2, 0, 0, 0, 1, 2, 2, 0]
[12, 2073594, 1, 4, 0, 0, 0, 1, 0, 2, 0]
[13, 2073592, 1, 4, 0, 0, 0, 1, 2, 2, 0]
[14, 2073590, 1, 6, 0, 0, 0, 1, 2, 2, 0]
[15, 2073589, 2, 7, 0, 0, 0, 1, 1, 2, 0]
[16, 2073589, 3, 6, 0, 0, 0, 2, 0, 3, 0]
[17, 2073589, 3, 5, 0, 0, 0, 3, 0, 6, 0]
[18, 2073586, 3, 5, 0, 0, 0, 3, 3, 6, 0]
[19, 2073583, 4, 7, 0, 0, 0, 3, 3, 6, 0]
[20, 2073582, 5, 7, 0, 0, 0, 5, 1, 9, 0]
[21, 2073579, 5, 8, 0, 0, 0, 5, 3, 9, 0]
[22, 2073576, 6, 8, 0, 0, 0, 7, 3, 12, 0]
[23, 2073575, 5, 10, 0, 0, 0, 9, 1, 16, 0]
[24, 2073571, 5, 11, 0, 0, 0, 9, 4, 16, 0]
[25, 2073559, 6, 14, 0, 0, 0, 9, 12, 16, 0]
[26, 2073553, 11, 21, 0, 0, 0, 9, 6, 16, 0]
[27, 2073544, 12, 24, 0, 0, 0, 11, 9, 22, 0]
[28, 2073530, 13, 29, 0, 0, 0, 14, 14, 30, 0]
[29, 2073519, 15, 39, 0, 0, 0, 16, 11, 36, 0]
[30, 2073507, 19, 44, 0, 0, 0, 18, 12, 41, 0]
[31, 2073495, 23, 49, 0, 0, 0, 21, 12, 47, 0]
[32, 2073478, 25, 57, 0, 0, 0, 23, 17, 51, 0]
[33, 2073458, 28, 67, 0, 0, 0, 27, 20, 56, 0]
[34, 2073435, 32, 76, 0, 0, 0, 34, 23, 74, 0]
[35, 2073409, 36, 89, 0, 0, 0, 40, 26, 89, 0]
[36, 2073379, 42, 102, 0, 0, 0, 47, 30, 99, 0]
[37, 2073339, 58, 105, 0, 0, 0, 58, 40, 122, 0]
[38, 2073302, 68, 127, 0, 0, 0, 66, 37, 143, 0]
[39, 2073242, 72, 146, 1, 0, 0, 79, 60, 177, 0]
[40, 2073182, 89, 179, 1, 0, 0, 89, 60, 207, 0]
[41, 2073115, 103, 209, 2, 0, 0, 104, 67, 245, 0]
[42, 2073058, 118, 242, 2, 0, 0, 123, 57, 281, 0]
[43, 2072979, 131, 264, 2, 0, 0, 145, 79, 325, 0]
[44, 2072881, 151, 299, 2, 0, 0, 169, 98, 373, 0]
[45, 2072781, 176, 355, 2, 0, 0, 186, 100, 405, 0]
[46, 2072666, 213, 385, 3, 0, 0, 218, 115, 461, 0]
[47, 2072527, 238, 443, 4, 0, 0, 249, 139, 511, 0]
[48, 2072350, 282, 491, 4, 0, 0, 296, 177, 609, 0]
[49, 2072167, 332, 568, 6, 0, 0, 344, 183, 704, 0]
[50, 2071922, 358, 659, 7, 0, 0, 409, 245, 866, 0]
[51, 2071687, 424, 786, 7, 0, 1, 460, 235, 990, 0]
[52, 2071418, 482, 894, 10, 0, 2, 525, 269, 1138, 0]
[53, 2071110, 545, 1015, 11, 0, 2, 609, 308, 1301, 0]
[54, 2070742, 622, 1169, 12, 0, 2, 685, 368, 1464, 0]
[55, 2070317, 716, 1339, 13, 0, 2, 788, 425, 1672, 0]
[56, 2069882, 837, 1533, 16, 0, 2, 895, 435, 1898, 0]
[57, 2069396, 931, 1727, 18, 0, 3, 1039, 486, 2194, 0]
[58, 2068744, 1045, 1927, 21, 0, 4, 1207, 652, 2518, 0]
[59, 2068043, 1201, 2209, 28, 0, 4, 1414, 701, 2940, 0]
[60, 2067272, 1380, 2536, 29, 1, 6, 1605, 771, 3324, 1]
[61, 2066340, 1564, 2882, 30, 0, 7, 1844, 932, 3820, 1]
[62, 2065300, 1749, 3352, 41, 0, 6, 2111, 1040, 4396, 1]
[63, 2064151, 1986, 3851, 45, 0, 9, 2408, 1149, 5007, 1]
[64, 2062844, 2227, 4396, 51, 0, 10, 2764, 1307, 5718, 1]
[65, 2061340, 2558, 4978, 61, 2, 11, 3145, 1504, 6510, 3]
[66, 2059627, 2922, 5688, 76, 0, 12, 3559, 1713, 7337, 3]
[67, 2057681, 3347, 6421, 89, 0, 15, 4098, 1946, 8426, 3]
[68, 2055523, 3823, 7275, 103, 1, 16, 4698, 2158, 9638, 4]
[69, 2053106, 4347, 8224, 111, 0, 19, 5372, 2417, 11008, 4]
[70, 2050298, 4887, 9282, 123, 0, 25, 6173, 2808, 12502, 4]
[71, 2047141, 5530, 10539, 135, 0, 27, 7067, 3157, 14293, 4]
[72, 2043511, 6290, 11890, 157, 0, 28, 8090, 3630, 16314, 4]
[73, 2039603, 7139, 13548, 172, 2, 39, 9185, 3908, 18524, 6]
[74, 2035100, 8070, 15223, 195, 1, 43, 10459, 4503, 21010, 7]
[75, 2029912, 9171, 17185, 213, 0, 49, 11875, 5188, 23774, 7]
[76, 2024272, 10454, 19443, 232, 6, 60, 13486, 5640, 26809, 13]
[77, 2017959, 11783, 21922, 266, 2, 74, 15268, 6313, 30221, 15]
[78, 2010852, 13231, 24607, 300, 0, 85, 17403, 7107, 34445, 15]
[79, 2003014, 14858, 27593, 337, 0, 100, 19845, 7838, 39139, 15]
[80, 1993965, 16629, 30918, 382, 2, 107, 22533, 9049, 44256, 17]
[81, 1984112, 18692, 34720, 426, 0, 117, 25663, 9853, 50245, 17]
[82, 1973115, 20915, 38912, 483, 1, 128, 29032, 10997, 56750, 18]
[83, 1960676, 23553, 43418, 527, 1, 149, 32819, 12439, 63806, 19]
[84, 1947128, 26441, 48521, 581, 1, 165, 37196, 13548, 71934, 20]
[85, 1931959, 29564, 53937, 666, 3, 189, 42093, 15169, 80960, 23]
[86, 1915392, 32965, 60134, 762, 1, 203, 47553, 16567, 91012, 24]
[87, 1897264, 36625, 66771, 870, 1, 228, 53689, 18128, 102267, 25]
[88, 1877184, 40705, 73878, 965, 2, 263, 60498, 20080, 114806, 27]
[89, 1855425, 45050, 81578, 1078, 5, 297, 68381, 21759, 128916, 32]
[90, 1831651, 49765, 89920, 1209, 6, 332, 76911, 23774, 144085, 38]
[91, 1806119, 54973, 98819, 1372, 2, 379, 86366, 25532, 160469, 40]
[92, 1778478, 60290, 108099, 1529, 1, 421, 97101, 27641, 179115, 41]
[93, 1749032, 66114, 118015, 1738, 9, 476, 108729, 29446, 198815, 50]
[94, 1717551, 72076, 128048, 1922, 8, 521, 121943, 31481, 220826, 58]
[95, 1684499, 78535, 138395, 2100, 12, 574, 136375, 33052, 244301, 70]
[96, 1649122, 84972, 148871, 2323, 11, 657, 152197, 35377, 269819, 81]
[97, 1612080, 91721, 159564, 2564, 6, 745, 169797, 37042, 297490, 87]
[98, 1573293, 98497, 170250, 2776, 22, 827, 189061, 38787, 327206, 109]
[99, 1533401, 105419, 180835, 3030, 22, 891, 210001, 39892, 358605, 131]
[100, 1491912, 112451, 190652, 3279, 25, 957, 232704, 41489, 391675, 156]
[101, 1449549, 119337, 200253, 3585, 25, 1021, 257311, 42363, 427059, 181]
[102, 1406037, 125875, 209226, 3908, 29, 1091, 283741, 43512, 463757, 210]
[103, 1362527, 132110, 217829, 4255, 48, 1130, 311981, 43510, 502338, 258]
[104, 1318241, 137580, 225394, 4621, 56, 1163, 342001, 44286, 542167, 314]
[105, 1273548, 143142, 231673, 4998, 51, 1188, 373993, 44693, 583007, 365]
[106, 1229308, 148130, 236980, 5344, 54, 1219, 407960, 44240, 625678, 419]
[107, 1185663, 152448, 240825, 5763, 69, 1182, 443586, 43645, 668687, 488]
[108, 1142131, 156116, 243412, 6189, 70, 1156, 480506, 43532, 712018, 558]
[109, 1099072, 158952, 245086, 6689, 63, 1111, 519010, 43059, 755940, 621]
